season,week,game_id,home_team,away_team,book_key,book_title,region,home_point,home_price,away_point,away_price,home_spread_normalized,fetched_at
2026,3,2026_03_ATL_GB,GB,ATL,draftkings,DraftKings,us,-4.5,-115,4.5,-105,4.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,betus,BetUS,us,-4.5,-110,4.5,-110,4.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,betano_ca_on,Betano (CA - ON),ca,-4.5,-120,4.5,-110,4.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,pointsbetca,PointsBet (CA - ON),ca,-4.5,-115,4.5,-105,4.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,fanduel,FanDuel,us,-4.5,-118,4.5,-104,4.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,betrivers,BetRivers,us,-5.0,-112,5.0,-109,5.0,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,betrivers_ca_on,BetRivers (CA - ON),ca,-5.0,-112,5.0,-109,5.0,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,proline_ca_on,PROLINE (CA - ON),ca,-5.0,-125,5.0,-122,5.0,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,betonlineag,BetOnline.ag,us,-4.5,-115,4.5,-105,4.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,lowvig,LowVig.ag,us,-4.5,-110,4.5,100,4.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,mybookieag,MyBookie.ag,us,-5.0,-110,5.0,-110,5.0,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,betmgm,BetMGM,us,-5.0,-108,5.0,-110,5.0,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,sportsinteraction_ca_on,Sports Interaction (CA - ON),ca,-5.0,-108,5.0,-112,5.0,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,betmgm_ca_on,BetMGM (CA - ON),ca,-5.0,-108,5.0,-110,5.0,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,bovada,Bovada,us,-5.5,-105,5.5,-115,5.5,2026-09-24T07:54:27
2026,3,2026_03_ATL_GB,GB,ATL,playnow_ca,PlayNow (CA),ca,-7.5,135,7.5,-169,7.5,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,draftkings,DraftKings,us,-7.0,-115,7.0,-105,7.0,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,betano_ca_on,Betano (CA - ON),ca,-7.5,-108,7.5,-128,7.5,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,fanduel,FanDuel,us,-7.5,-102,7.5,-120,7.5,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,betrivers_ca_on,BetRivers (CA - ON),ca,-7.0,-115,7.0,-107,7.0,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,proline_ca_on,PROLINE (CA - ON),ca,-7.0,-130,7.0,-120,7.0,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,betrivers,BetRivers,us,-7.0,-115,7.0,-107,7.0,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,betus,BetUS,us,-7.5,100,7.5,-120,7.5,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,lowvig,LowVig.ag,us,-7.5,105,7.5,-116,7.5,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,betonlineag,BetOnline.ag,us,-7.5,100,7.5,-120,7.5,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,pointsbetca,PointsBet (CA - ON),ca,-7.5,-105,7.5,-115,7.5,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,mybookieag,MyBookie.ag,us,-7.0,-110,7.0,-110,7.0,2026-09-24T07:54:27
2026,3,2026_03_LAC_BUF,BUF,LAC,betmgm,BetMGM,us,-7.0,-112,7.0,-105,7.0,2026-09-24T07:54:27
