player_name,position,injury_type,status,practice_participation,team,source,scraped_at
Eddy Pineiro,PK,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Demarcus Robinson,WR,Ankle,Out,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Tatum Bethune,LB,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Enrique Cruz Jr.,OT,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Ephesians Prysock,CB,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Brandon Aiyuk,WR,Personal,Out,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Deebo Samuel Sr.,WR,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Kaelon Black,RB,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
George Kittle,TE,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Brock Purdy,QB,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Christian McCaffrey,RB,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Jack Jones,CB,Foot,Questionable,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Jordan Watkins,WR,,Active,,San Francisco 49ers,ESPN,2026-09-26 08:59:30.671283
Ty Okada,S,Hamstring,Out,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Julian Love,S,Calf,Out,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Emanuel Wilson,RB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
George Holani,RB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Drew Lock,QB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Zach Charbonnet,RB,Knee - ACL,Out,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Jadarian Price,RB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Ernest Jones IV,LB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Cooper Kupp,WR,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Sam Darnold,QB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Brady Russell,FB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Nick Emmanwori,S,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Anthony Bradford,G,Knee,IR,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Rodney Thomas II,S,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Tory Horton,WR,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Elijah Arroyo,TE,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Rashid Shaheed,WR,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
AJ Barner,TE,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Mike Morris,DE,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Connor O'Toole,LB,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Montorie Foster Jr.,WR,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Jason Myers,PK,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Jaxon Smith-Njigba,WR,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Brandon Pili,DT,Concussion,Questionable,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Josh Jones,G,,Active,,Seattle Seahawks,ESPN,2026-09-26 08:59:30.671283
Josiah Trotter,LB,Shoulder,Out,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Rueben Bain Jr.,LB,Groin,Out,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Anthony Nelson,LB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Jacob Parrish,CB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Tez Johnson,WR,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Tykee Smith,S,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Sean Tucker,RB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Jalen McMillan,WR,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Ted Hurst III,WR,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Cade Otton,TE,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Elijah Simmons,DT,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Ayden Garnes,CB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Luke Haggard,G,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Billy Schrauth,G,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
DeMonte Capehart,DT,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Chris Godwin Jr.,WR,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Kenny Gainwell,RB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Chase McLaughlin,PK,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Baker Mayfield,QB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Emeka Egbuka,WR,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Bucky Irving,RB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Miles Killebrew,S,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Justin Skule,OT,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Christian Rozeboom,LB,,Active,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Josh Hayes,CB,Knee,IR,,Tampa Bay Buccaneers,ESPN,2026-09-26 08:59:30.671283
Cor'Dale Flott,CB,Quadriceps,Questionable,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Daniel Bellinger,TE,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Nicholas Singleton,RB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Micah Robinson,CB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Solomon Thomas,DT,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Tony Pollard,RB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Tyjae Spears,RB,Ankle,Questionable,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Fernando Carmona,G,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
James Williams Sr.,LB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Marcus Harris,CB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Amani Hooker,S,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Anthony Hill Jr.,LB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Elic Ayomanor,WR,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Calvin Ridley,WR,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Brandon Crenshaw-Dickson,OT,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Atonio Mafi,G,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Kylen Granson,TE,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Jackie Marshall,DT,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Wan'Dale Robinson,WR,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Gunnar Helm,TE,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Carnell Tate,WR,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Joey Slye,PK,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Cam Ward,QB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Cedric Gray,LB,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Kevin Winston Jr.,S,,Active,,Tennessee Titans,ESPN,2026-09-26 08:59:30.671283
Sam Cosmi,G,Concussion,Out,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Javon Kinlaw,DT,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Leo Chenal,LB,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Frankie Luvu,LB,Groin,Out,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Chig Okonkwo,TE,Hamstring,Out,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Charles Omenihu,DE,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Percy Butler,S,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Jaylin Lane,WR,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Dorance Armstrong,DE,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Jayden Daniels,QB,Elbow,Out,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Jeremy Reaves,S,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Tyler Owens,S,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Kaytron Allen,RB,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Brandon Coleman,G,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Nick Cross,S,Undisclosed,Out,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Colson Yankoff,TE,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Treylon Burks,WR,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
John Bates,TE,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Sonny Styles,LB,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Ben Sinnott,TE,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Dyami Brown,WR,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Antonio Williams,WR,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Drew Stevens,PK,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Marcus Mariota,QB,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
Isaac Yiadom,CB,,Active,,Washington Commanders,ESPN,2026-09-26 08:59:30.671283
